Id,Handler,Country,CallName,RegisteredName,SizeCategory,Slug
603,Denisa Sommerova,CZE,Nůťa,"Nougat Nutty ""Nůťa""",M,denisa-sommerova-nuta
7521,Denise Kilpatrick,,,Too hot to handle Rokkitassun,S,denise-kilpatrick
6640,Denise Oldfield,GBR,Flue,,I,denise-oldfield-flue
7517,Denise Schatzl,,,Tycancy Zuperhero Tycancy,S,denise-schatzl
6375,Denise Schrama,,Fife,,M,denise-schrama-fife
6402,Denise Schrama,,Louie,,S,denise-schrama-louie
973,Denise von Tobel,CHE,,Play with Madness Iceman,L,denise-von-tobel
5201,Dennis De Paola,ITA,,CARIMUNJAVA STARBLAZE KEPA,M,dennis-de-paola
280,Dennis De Paola,ITA,KAYA LOCA,,M,dennis-de-paola-kaya-loca
2949,Denys Batiuk,UKR,,Celtic Star Brunhilde,S,denys-batiuk
5078,Denys Batiuk,UKR,Briulia,,S,denys-batiuk-briulia
246,DESIREE BRAIDA,ITA,,ANOUK & THE TROUBLE STORIES,L,desiree-braida
7280,Desiree Maile Lavilla,THA,Koba,,M,desiree-maile-lavilla-koba
2551,Desiree Snelleman,USA,,Ignited Reach For New Heights,L,desiree-snelleman
7207,Despina Antoniou,GRC,Pwm Speed-Ziggy,,L,despina-antoniou-pwm-speed-ziggy
89,Despoina Koufopanteli,POL,,Enchanting Spring Blossom Sonic Workaholic,L,despoina-koufopanteli
950,Detlef Herrmann,DEU,Lissi,Lissi,S,detlef-herrmann-lissi
8416,Diana Banyasz,HUN,Saci,Saci,L,diana-banyasz-saci
1093,Diana Barinkova,ITA,,DANCING IN THE DARK DI PETRADEMONE,L,diana-barinkova
6720,Diana Barinkova,ITA,Farah,,L,diana-barinkova-farah
1202,Diana Barinkova,ITA,JOKER,,L,diana-barinkova-joker
2847,Diana Dobi,HUN,,Orange Kingdom Caramel Kiss,S,diana-dobi
7086,Diana Dobi,HUN,Dasha,,S,diana-dobi-dasha
5868,Diana Hakova,LVA,,Marvitholl Great Gatsby,M,diana-hakova
4480,Diana Hanno,DEU,Jowalie,,L,diana-hanno-jowalie
4402,Diana Hanno,DEU,Yuca,,I,diana-hanno-yuca
5089,Diana Prott,LUX,Girlie,,S,diana-prott-girlie
1901,Diana Prott,LUX,Jasmina,,S,diana-prott-jasmina
1902,Diana Prott,LUX,Lya,Lya aus Zickenhausen,S,diana-prott-lya
1842,Diana Rissling,AUT,Izzy,,M,diana-rissling-izzy
1712,Diana Rissling,AUT,Wastl,,I,diana-rissling-wastl
6425,Diana Valachová,SVK,Bella,Hannah Aibara (Bella),I,diana-valachova-hannah-aibara
2888,Diana Yares,USA,,Artaban Krivoklatsky Bull,S,diana-yares
2872,Diane Patterson,USA,Happy,Jandale's Make It Happen,S,diane-patterson
6408,Diane Quonils,,Risky,,S,diane-quonils-risky
6237,Diane Vanoverstraeten,,Millie,,I,diane-vanoverstraeten-millie
6990,Dias Jean Baptiste,FRA,Nikky,,S,dias-jean-baptiste-nikky
7246,Diego Hernan Hernandez Ga…,COL,Tinta,,M,diego-hernan-hernandez-ga-tinta
251,Diletta Margherita Giudici,ITA,ALI-MAKI-GAPE-DAVID,,L,diletta-margherita-giudici-ali-maki-gape-david
5131,Dimitra Drakou,ITA,,ARDEMONIO FLAGRAT AETERNITAS,L,dimitra-drakou-2
27,Dimitra Drakou,ITA,,NOELLE DI CASA HESSELINK,I,dimitra-drakou
3740,Dimitrios Tsimpidas,GRC,Jasmine,Jasmine To Shark Zanzibar,L,dimitrios-tsimpidas-jasmine
7844,Dionne Nordwall,SWE,Amazing,,I,dionne-nordwall-amazing
7808,Dionne Nordwall,SWE,Shiffrin,,I,dionne-nordwall-shiffrin
2605,Dittmar Hoppe,NLD,,At Your Service act like a Deejay,L,dittmar-hoppe
6794,Dittmar Hoppe,NLD,Brave,,L,dittmar-hoppe-brave
6793,Dittmar Hoppe,NLD,Djay,,L,dittmar-hoppe-djay
3376,Dobiášová Iveta,CZE,Drift,,L,dobiasova-iveta-drift
5811,Dobler Birgit,,Oreo,,S,dobler-birgit-oreo
5813,Dobler Helene,,Toffee,,S,dobler-helene-toffee
3625,Domenico Giovinetti,ITA,Cheebon,Cheebon,I,domenico-giovinetti-cheebon
230,Domenico Miccolis,,,FABULEUX GARDE DE LA VIE,L,domenico-miccolis
2410,Dominik Oehler,CHE,,Old Celtic Mountain Hazel Shelby,I,dominik-oehler
6169,Dominik Triplat,SVN,Kivi,Jock Rock (Kivi),L,dominik-triplat-kivi
577,Dominika Gawińska,POL,Kimi,,L,dominika-gawinska-kimi
707,Dominika Gawińska,POL,Liska,,S,dominika-gawinska-liska
4707,Dominika Gawińska,POL,Lizzie,,S,dominika-gawinska-lizzie
769,Dominika Gawińska,POL,Verti,,S,dominika-gawinska-verti
8366,Dominika Grúberová,SVK,Theia,Future Winwinners (Theia),L,dominika-gruberova-theia
6507,Dominika Klimkowska,POL,,I am miss ithildin be power unstoppable dream,M,dominika-klimkowska
6508,Dominika Klimkowska,POL,,Kementari be power from golden regia,M,dominika-klimkowska-2
5330,Dominika Klimkowska,POL,Din,,M,dominika-klimkowska-din
5311,Dominika Klimkowska,POL,Tari,,M,dominika-klimkowska-tari
8462,Dominika Kobylińska,POL,Assi,,L,dominika-kobylinska-assi
8169,Dominika Kramorišová,SVK,Arlo,Arlo,L,dominika-kramorisova-arlo
8242,Dominika Petrlíková,CZE,Sahi,,L,dominika-petrlikova-sahi
8347,Dominika Rycerz-Jakubiec,POL,Peebee,,S,dominika-rycerz-jakubiec-peebee
8176,Dominika Šimbochová,SVK,A3ChTara,,L,dominika-simbochova-a3chtara
8419,Dominika Šimbochová,SVK,Mei,Fancy Mantis Jungle Freak,L,dominika-simbochova-mei
4178,Dominika Šimbochová,SVK,Nessie,"Mawlch Nessie ""Nessie""",L,dominika-simbochova-nessie
818,Dominika Sopinská,SVK,Nessie,Mawlch Nessie,L,dominika-sopinska-nessie
1820,Dominika Sopinská,SVK,Tara,,L,dominika-sopinska-tara
5052,Dominika Strzelczyk,POL,Bajcia,,M,dominika-strzelczyk-bajcia
8151,Dominika Visher,,Red,Rus Dendi Lot Native Soul Redjina,I,dominika-visher-red
2262,Dominika Vlčková,,,Casper Roxy Diamond,M,dominika-vlckova
7019,Dominique Debray,FRA,Reinhardt,,S,dominique-debray-reinhardt
5621,dominique felisaz,FRA,,Nephthys rosas da madeira,S,dominique-felisaz
2758,Dominique Mathieu,FRA,,Ni Vu Ni Connu,M,dominique-mathieu
1188,Dominique PERRIER,FRA,Pom d'Api,,S,dominique-perrier-pom-dapi
5364,Dömsödi Eszter,,Szömörce,Nemes-Eszes Atom,I,domsodi-eszter-szomorce
6639,Don St. Croix,USA,#1 Hottie,,I,don-st-croix-1-hottie
5157,donata ghiringhelli,ITA,,GINGERBELL ZEE ZAYLIN,L,donata-ghiringhelli-2
3946,donata ghiringhelli,ITA,Chimay,O'Chimay Blu Du Roc De La Bevera,S,donata-ghiringhelli-chimay
37,donata ghiringhelli,ITA,Khaleesi,Khaleesi of the dragons,I,donata-ghiringhelli
285,donata ghiringhelli,ITA,Poket,,M,donata-ghiringhelli-poket
325,Donatella Albanesi,ITA,Vita,FRANCESCA'S WHITE KING VITA-B,S,donatella-albanesi
2584,Donna McLaughlin,CAN,,Totally Taboo de Lybbert,L,donna-mclaughlin
6642,Donna Rohaus,USA,Claire,,I,donna-rohaus-claire
6954,Donna Staivecki,USA,Cinco,,M,donna-staivecki-cinco
3014,Dorina Barta,HUN,Pamacs,,S,dorina-barta-pamacs
2885,Doris Horvath,AUT,,Bubbling Spirit Irish Coffee,S,doris-horvath
5455,Doris Schopfer,CHE,,Orca vom belgischen Feuer Orca,L,doris-schopfer
1170,Dorjana Hasa,ITA,,ROKKITASSUN TINA TURNER,S,dorjana-hasa
5220,Dorjana Hasa,ITA,,CHA CHA CHA DELLA LINEA DEI PENSIERI,S,dorjana-hasa-2
5734,Dorner Gudrun,,Harvey,Harvey of Jennifer#039s Bonfire Harvey of Jennifer#039s Bonfire,L,dorner-gudrun-harvey
7605,Dorota Anglart,SWE,,Move Your Paws Kodkod,M,dorota-anglart
4071,Dorota Anglart,SWE,Kott,,M,dorota-anglart-kott
777,Dorota Grochowska,POL,Moira,,S,dorota-grochowska-moira
770,Dorota Stawarska,POL,Tycia,,S,dorota-stawarska-tycia
2856,Dorothe Bertens,CRI,,Tila's Myra Dordei Full of Life,S,dorothe-bertens
8145,Dorottya Híves,HUN,Demona,,I,dorottya-hives-demona
8303,Dorottya Kovács,HUN,Wicca,,M,dorottya-kovacs-wicca
4501,Dorte Natås,NOR,Critt,,L,dorte-natas-critt
4875,Dorte Natås,NOR,Mawlch Ushara,,I,dorte-natas-mawlch-ushara
4439,Dorthe Malene Kristiansen,NOR,Koda,,L,dorthe-malene-kristiansen-koda
4190,Doviė Blažinauskaitė,LTU,Minsoo,,M,dovie-blazinauskaite-minsoo
7706,Dovilė Blažinauskaitė,LTU,,Amigo from Sielos Draugas,M,dovile-blazinauskaite
590,Dovilė Blažinauskaitė,LTU,Minsoo,,M,dovile-blazinauskaite-minsoo
8482,Dovilė Blažinauskaitė,LTU,San,,M,dovile-blazinauskaite-san
8440,Dovilė Laurinavičienė,LTU,Flos,,I,dovile-laurinaviciene-flos
8248,Dovile Makselyte-Skliute,LTU,Desi,,L,dovile-makselyte-skliute-desi
896,dr. Kovács Eszter Judit,,Nova,"Dancing on Fire Nova ""Nova""",M,dr-kovacs-eszter-judit-nova
5438,dr. Landauer Krisztina,,Penny,"Happy Shepherds Penny ""Penny""",S,dr-landauer-krisztina-penny
1876,Dražen Štrković,HRV,Betty,,S,drazen-strkovic-betty
3482,Drbohlavová Jana,CZE,Abby,"Be Happy ""Abby""",S,drbohlavova-jana-abby
3335,Drbošalová Petra,CZE,Jaya,FairyJaya BicFrey ex,I,drbosalova-petra-jaya
3490,Drescher Daniela,DEU,Maze,Amazing Gift,S,drescher-daniela-maze
1865,Dries Schellekens,BEL,Flo,Florence de la Ville aux Trois Vallées Flo,M,dries-schellekens-flo
3480,Drobečková Jitka,CZE,Archie,Avintos,S,drobeckova-jitka-archie
3476,Drobečková Jitka,CZE,Barnie,,S,drobeckova-jitka-barnie
3485,Drožová Iva,CZE,Crosby,Cool speed of Youwentis,S,drozova-iva-crosby
3060,Dudley Shumate,USA,,ITS Ernesto the Besto,M,dudley-shumate-2
6835,Dudley Shumate,USA,Ernie,,M,dudley-shumate-ernie
2351,Dudley Shumate,USA,Jammy,Ignited RR Jammy,I,dudley-shumate
3437,Dušková Lucie,CZE,Kája,Klark,M,duskova-lucie-kaja
3037,Dylan Osborne,GBR,Jelly,Devongem well jelly baby,S,dylan-osborne
2720,Ea Thoustrup,DNK,Capone,,L,ea-thoustrup-capone
4403,Ebba Eriksson,SWE,Tyr,,I,ebba-eriksson-tyr
3494,Ebben Natasja,NLD,Digger,Digger,S,ebben-natasja-digger
3500,Ebben Natasja,NLD,Djillz,Djillz,S,ebben-natasja-djillz
6392,Ebben Natasja,NLD,Djio,,S,ebben-natasja-djio
5344,Ede Brand,EST,Jete,,S,ede-brand-jete
2152,Eden Heigel,FRA,,Infinity Runners Star Ryder,L,eden-heigel
6192,Eden Heigel,FRA,,Infinity Runners Star Ryder Enfys,L,eden-heigel-2
2004,Eden Heigel,FRA,Clark,Infinity Runners Clark Kent,L,eden-heigel-clark
1968,Eden Heigel,FRA,Enfys,"Enfys ""Enfys""",L,eden-heigel-enfys
8438,Edgar Lepik,EST,Zizi,,I,edgar-lepik-zizi
5835,Edita Namajūnienė,LTU,,Su meile Karino,L,edita-namajuniene
4967,Edita Namajūnienė,LTU,Lokis,,L,edita-namajuniene-lokis
2402,Eduard Meisel,AUT,,Venus vom Hamelshof,I,eduard-meisel
5653,Eduard Meisel,AUT,YARA,,I,eduard-meisel-yara
7622,Edvin Persson,SWE,,Brainpool's Eager Energy,S,edvin-persson
7326,Edvin Persson,SWE,My,,S,edvin-persson-my
5478,Eero Mäkinen,FIN,,Embress Fortuona of Karo’s Triangle Pähee,L,eero-makinen
1453,Eeva Nygren,,BATMAN,,I,eeva-nygren-batman
1423,Eeva Nygren,,PROMILLEN REBEL,,I,eeva-nygren-promillen-rebel
1503,Eeva Pitkänen,,,KIIRASTULEN DA CAPO,L,eeva-pitkanen
1003,Eeva-Liisa Jetsonen,FIN,PYSÄKIN MOSSE,,L,eeva-liisa-jetsonen-pysakin-mosse
6175,Efi Dallas Papadopoulou,,,Beautiful Borders Karma Karma,L,efi-dallas-papadopoulou
6189,Efi Dallas Papadopoulou,,,Shadow of Aire Venus V,L,efi-dallas-papadopoulou-2
8233,Ege Taliaru,EST,Mink,,I,ege-taliaru-mink
5248,Ege Taliaru,EST,Nirk,,I,ege-taliaru-nirk
7721,Egle Tamulioniene,LTU,,Milbu Be My Valentines Day,S,egle-tamulioniene
720,Egle Tamulioniene,LTU,New York,New York Ugninis Agatas,S,egle-tamulioniene-new-york
8338,Egle Tamulioniene,LTU,NewYork,,S,egle-tamulioniene-newyork
693,Egle Tamulioniene,LTU,Sakura,,S,egle-tamulioniene-sakura
742,Egle Tamulioniene,LTU,Tokya,,S,egle-tamulioniene-tokya
2659,Egor Suhhanov,EST,,Follow The Leader Walter Smash,L,egor-suhhanov
5838,Egor Suhhanov,EST,,Follow The Leader Smash Walter,L,egor-suhhanov-2
5381,Egri Imre,,Liza,,L,egri-imre-liza
2672,Ehrenberger Fynn,DEU,Puk,,L,ehrenberger-fynn-puk
2481,Ehrenberger Fynn,DEU,Zoe,,I,ehrenberger-fynn-zoe
5755,Eichinger Manuela,,Majvi,Marie Curie Baiser du Soleil (Majvi),M,eichinger-manuela-majvi
1715,Eiffes Andy,FRA,Bee,Bee My Baby Bee,I,eiffes-andy-bee
1804,Eiffes Andy,FRA,Magic,The Magic Du Blue Merle Magic,L,eiffes-andy-magic
3299,Eimhjellen Kine,NOR,Kos,Kos,I,eimhjellen-kine-kos
8051,Eimhjellen Kine,NOR,Neat,,S,eimhjellen-kine-neat
7863,Eimhjellen Kine,NOR,Vici,,L,eimhjellen-kine-vici
1331,Einari Pekkala,FIN,,Casse-Noisettes L'amour Naissant,M,einari-pekkala
1699,Einari Pekkala,FIN,,SOMETHING LIKE ROAST YOUR ENEMY,I,einari-pekkala-2
6119,Einari Pekkala,FIN,,HERMÍNA PODSKALSKÉ DOLEJŠÍ,S,einari-pekkala-3
1641,Einari Pekkala,FIN,Papu,Casse-Noisettes L'amour Naissant (Papu),M,einari-pekkala-papu
8094,Eira Lohne,NOR,Silke,,S,eira-lohne-silke
7823,Eirik Kaatorp,NOR,Milli,,I,eirik-kaatorp-milli
5380,EIRINI LEOUDI,,Lumi,"HIGHWAY TO HELL OF BREAK THE SILENCE ""Lumi""",L,eirini-leoudi-lumi
3892,Elaine Welbourn,CAN,Ryder,Nitelatches Life Turns Corners (Ryder),M,elaine-welbourn-ryder
6778,Elanya Jeremias,CHE,Eyuna,,L,elanya-jeremias-eyuna
6726,Eleanor Balchin,GBR,Tengu,,L,eleanor-balchin-tengu
2669,Eleanor Korell,CHE,,Samiro delle cicciole,L,eleanor-korell
6731,Eleanor Korell,CHE,Ava,,L,eleanor-korell-ava
6730,Eleanor Korell,CHE,Miro,,L,eleanor-korell-miro
5329,Elen Kivi,EST,Corni,,M,elen-kivi-corni
5313,Elen Kivi,EST,Ronja,,M,elen-kivi-ronja
2773,Elena Adan Collado,ESP,,Voraz De L'Almozara,M,elena-adan-collado
6781,Elena Adan Collado,ESP,Aneto,,L,elena-adan-collado-aneto
6834,Elena Adan Collado,ESP,Búbal,,M,elena-adan-collado-bubal
1860,Elena Alberich,ESP,Lilypop,,M,elena-alberich-lilypop
1856,Elena Alberich,ESP,Rucula,,M,elena-alberich-rucula
259,Elena Cogni,AUT,,BELLA REY VON DER HAPPY-HORSE-FARM,M,elena-cogni
4930,Elena Dambrauskaite,LTU,Amie,Whispering a kiss original amie,I,elena-dambrauskaite-amie
303,Elena Esposito,DEU,,CRAZY GOBLINS BLUE DRAGON,M,elena-esposito
3652,Elena Essig,DEU,Sye,Sheepworld Sye (Sye),I,elena-essig-sye
14,Elena Godio,ITA,Fanny,,I,elena-godio-fanny
6438,Elena Hlobilová,CZE,,Ziggy Stardust NNL,L,elena-hlobilova-2
2465,Elena Hlobilová,CZE,,Ziwa Amali Bohemia Alké,I,elena-hlobilova
2435,Elena Hlobilová,CZE,Nisa,Petit Jerloust of My Queen,I,elena-hlobilova-nilsa
4271,Elena Jarošová,SVK,Galaxy,Galaxy od Skučáku Galaxy,I,elena-jarosova-galaxy
2315,Elena Medová,SVK,,Di Wonder Woman Rosespeedlight,S,elena-medova
6536,Elena Medová,SVK,Annie,Di Wonder Woman Rose speedlight,S,elena-medova-2
6530,Elena Moreno Muray,,Jackie,,S,elena-moreno-muray-jackie
2447,Elena Perez,FIN,,Cara Liom Anlon,I,elena-perez
6601,Elena Perez,FIN,Redi,,I,elena-perez-redi
3042,Elena Ramseier,CHE,,Rocket Gucci Katchinas Keeper of Hope,S,elena-ramseier
6583,Elena Sin,ESP,Rita,,I,elena-sin-rita
4235,Eleni Chitiroglou,GRC,Hilde,,S,eleni-chitiroglou-hilde
7771,Eleni Chytiroglou,GRC,,Black River Kennel Capitan Fantastic,M,eleni-chytiroglou
7784,Eleni Klitsa-Gasparaki,GRC,,Indie Silver Grand Calvera,S,eleni-klitsa-gasparaki
152,Eleni Lazzari,,,TRUST AND FOLLOW POLAR EXPRESS,L,eleni-lazzari
157,Eleonora Acquarelli,ITA,,WELL DONE ERA,L,eleonora-acquarelli
5107,Eleonora Baldan,ITA,,FAIRY DYNASTY KNOCK OUT,I,eleonora-baldan
7133,Eleonora Cecchini,ITA,Piper,,I,eleonora-cecchini-piper
7748,Eleonora Cecchini,ITA,Strawberry Swing,,I,eleonora-cecchini-strawberry-swing
203,eleonora de bei,ITA,,KING RICHARD IN THE STAR,L,eleonora-de-bei
5620,Eléonore Bonnet,AUT,Laslo,,S,eleonore-bonnet-laslo
7846,Eli Beate Sæther,NOR,Vince,,L,eli-beate-sther-vince
3921,Eli Beate Sæther,NOR,Xera,Enjoy The Magic Moment Hidden Vision,S,eli-beate-sther-xera
7030,Eli Brandsaeter,ESP,Morgana,,S,eli-brandsaeter-morgana
2881,Eli Hoen Brandsaeter,ESP,,Taif De Special Shadow,S,eli-hoen-brandsaeter
4181,Eli Machordom,URY,Megan,,L,eli-machordom-megan
4216,Eli Machordom,URY,Stitch,,M,eli-machordom-stitch
4193,Elī na Karasjova,LVA,Furk,,M,eli-na-karasjova-furk
4262,Elī na Karasjova,LVA,Way,,I,eli-na-karasjova-way
6603,Elia Martin,FRA,N'dy,,I,elia-martin-ndy
295,eliana casali,ITA,,ROKKITASSUN JUMPING JACK FLASH,M,eliana-casali
6776,Eliana Kubacz,USA,Eliza,,L,eliana-kubacz-eliza
3923,Elin Bergendahl Grønås,NOR,Clay,Mieelas Poter's Clay Blue,S,elin-bergendahl-gronas-clay
4759,Elin Bergendahl Grønås,NOR,Ilo,,S,elin-bergendahl-gronas-ilo
4505,Elin Carlsson,SWE,Jax,,L,elin-carlsson-jax
4380,Elin Carlsson,SWE,Jessie,,I,elin-carlsson-jessie
4502,Elin Carlsson,SWE,Joey,,L,elin-carlsson-joey
7802,Elin Carlsson,SWE,Mill,,I,elin-carlsson-mill
4820,Elin Dahl Mikkelsen,NOR,Dipsi,,S,elin-dahl-mikkelsen-dipsi
4876,Elin Dahl Mikkelsen,NOR,Pi,,I,elin-dahl-mikkelsen-pi
4797,Elin Dahl Mikkelsen,NOR,Win,,S,elin-dahl-mikkelsen-win
8027,Elin Fohlin,NOR,Bell,,S,elin-fohlin-bell
4777,Elin Fohlin,NOR,Mateo,,S,elin-fohlin-mateo
4692,Elin Holmstad Arnesen,NOR,Qeela,,M,elin-holmstad-arnesen-qeela
4720,Elin Innvær,NOR,Ori,,S,elin-innvr-ori
4379,Elin Nilsson,SWE,Bee,Thelook Smashing Bee,I,elin-nilsson-bee
4383,Elin Nilsson,SWE,Eyla,Downforce Eyla,I,elin-nilsson-eyla
7961,Elin Strand,NOR,,Xana - Shathena's Xana Of Quinta,M,elin-strand
8095,Elin Strand,NOR,,Evie - Shathena's Pretty Evie Of Fabulous,S,elin-strand-2
7904,Elina Ehn,SWE,Pike,,L,elina-ehn-pike
4515,Elina Ehn,SWE,Qee,,L,elina-ehn-qee
7746,Elina Karasjova,LVA,,Fighting With Myself,I,elina-karasjova-2
7686,Elina Karasjova,LVA,,Furco Daydreams Dimvik Tish,M,elina-karasjova
2023,Elina Karasjova,LVA,Furk,,M,elina-karasjova-furk
1939,Elina Karasjova,LVA,Way,,I,elina-karasjova-way
1341,Elina Tefke,,POMPPUPARRAN TILKKUTÄKKI,,M,elina-tefke-pomppuparran-tilkkutakki
4524,Eline Bergersen,NOR,Bee,,L,eline-bergersen-bee
4335,Eline Bergersen,NOR,Ezzo,,I,eline-bergersen-ezzo
2501,Eline Blaser,CHE,,Haylee of Chocolate Dynamite,I,eline-blaser
6330,Eline de Cock,FIN,Finley,,L,eline-de-cock-finley
6246,Eline de Cock,FIN,Litchi,,I,eline-de-cock-litchi
3183,Eliot Hahn,FRA,,Puzzle Milka of Son of Old Hemp,L,eliot-hahn
6079,Elisa Airikkala,,,BESTIES PEACH MELBA,I,elisa-airikkala
9,Elisa Bertazza,ITA,CARRY ON,,I,elisa-bertazza-carry-on
6843,Elisa Bertazzoli,ITA,Milka,,M,elisa-bertazzoli-milka
2418,Elisa Bertazzoli,ITA,Zoe,,I,elisa-bertazzoli-zoe
1045,Elisa Daphnis,ITA,,GMORK NEVERENDING STORY IN THE STAR,L,elisa-daphnis
6044,Elisa Kunnamo,,,USKOMATTOMAN TAITAVA TYTTÖ,M,elisa-kunnamo
6051,Elisa Kunnamo,,,USKOMATTOMAN HURJA HUIMA,S,elisa-kunnamo-2
1570,Elisa Kunnamo,,Tessa,,S,elisa-kunnamo-tessa
8055,Elisa Liemola,FIN,Selma,,S,elisa-liemola-selma
5225,Elisa Lorenzini,ITA,,CUBA LIBRE -M,S,elisa-lorenzini
1147,Elisa Richelmi,FRA,Fire,O’FIRE AND BLOOD LE NOIR DU GRAIN DE SOLEIL,M,elisa-richelmi
7052,Elisa Royere,FRA,Ride,,S,elisa-royere-ride
6864,Elisa Royere,FRA,Sunshine,,M,elisa-royere-sunshine
1246,Elisa Rytkönen,FIN,NALLIKALLION KERBEROS,,L,elisa-rytkonen-nallikallion-kerberos
1588,Elisa Rytkönen,FIN,Väinö,,L,elisa-rytkonen-vaino
2855,Elisabete Mendes,PRT,,Frederico Loving Butterfly,S,elisabete-mendes
7107,Elisabete Mendes,PRT,Freddy,,S,elisabete-mendes-freddy
6647,Elisabeth Aebi,CHE,Luna,,I,elisabeth-aebi-luna
7115,Elisabeth Aebi,CHE,Yashu,,S,elisabeth-aebi-yashu
4786,Elisabeth Karlsson,SWE,Azlan,,S,elisabeth-karlsson-azlan
7484,Elisabeth Kerzendorfer,,,Twix Brando Zanzas Golden Hope,M,elisabeth-kerzendorfer
8020,Elisabeth Linstadhagen,NOR,Mia,,S,elisabeth-linstadhagen-mia
7206,Elisabeth Rath,LUX,Nefeli,,L,elisabeth-rath-nefeli
2750,Elisabetta Bompani,ITA,Lady Marion,Ululallaluna lady marion,M,elisabetta-bompani
3976,Elisenda Huidobro,ESP,Quimera,Spartan Wocker Beryl (Quimera),S,elisenda-huidobro-quimera
511,Eliška Brabcova,CZE,Taigi,Amazing Taigi With Infinity Power,L,eliska-brabcova-taigi
2153,Eliška Byrtusová,,,Blue Berry Wallachian Flower,L,eliska-byrtusova
8430,Eliška Chvátalová,,Gliglík,Dior Miss Gigi Black Sweatheart,S,eliska-chvatalova-gliglik
5355,Eliška Hoferková,CZE,Dory,,S,eliska-hoferkova-dory
7529,Eliška Hrůzova,CZE,,Carpe Vitam Wäka,L,eliska-hruzova
8435,Eliška Hrůzova,CZE,Cowley,,I,eliska-hruzova-cowley
574,Eliška Hrůzova,CZE,Doyle,"Carpe Vitam ""Doyle""",L,eliska-hruzova-doyle
7381,Eliška Hrůzova,CZE,Fidelis Wäka,,I,eliska-hruzova-fidelis-waka
2263,Eliška Kaletová,CZE,Night,X-White Night Koryfej,M,eliska-kaletova
6881,Eliška Kurečková,CZE,Akim,,M,eliska-kureckova-akim
8384,Eliška Ondrášová,SVK,Cassík,Cassian Andor Štěstí ze severu,M,eliska-ondrasova-cassik
3139,Eliška Ondrášová,SVK,Tina,Tina (Tinka),S,eliska-ondrasova-tinka
2780,Eliška Svobodová,CZE,,Sheriff z Ďáblovy studánky,M,eliska-svobodova
6932,Eliška Svobodová,CZE,Fizi,,M,eliska-svobodova-fizi
6560,Eliška Svobodová,CZE,Kešu,,I,eliska-svobodova-kesu
740,Eliška Tučková,CZE,Dixie,Dixie Černý Křišťál,S,eliska-tuckova-dixie
8161,Eliska Vernerova,CZE,#thepupu,Fluffy Unicorn Bohemia Grant,I,eliska-vernerova-thepupu
7490,Eliška Voráčková,,,Boróka Bogyó Köves-bérci Betyár,M,eliska-vorackova
1556,Elita Umbra?ko,,Reina,Irhaberki Reina,S,elita-umbrako-reina
701,Elita Umbraško,LVA,Reina,Irhaberki Reina,S,elita-umbrasko-reina
8345,Elita Umbraško,LVA,Sinda,,S,elita-umbrasko-sinda
6191,Elizabeta Ferk,HRV,,TirTess B'Ulix Ulix,L,elizabeta-ferk
1793,Elizabeta Ferk,HRV,Uliks,,L,elizabeta-ferk-uliks
7303,Elizabeth Naylor,GBR,Skye,,S,elizabeth-naylor-skye
1882,Elizaveta Kukarskikh,SRB,Zhora,Zhora Zhora,S,elizaveta-kukarskikh-zhora
5448,Elke De Cock,BEL,,Baico Balkunai Baico,L,elke-de-cock
5479,Elke De Cock,BEL,,Shadow of the Sky Phenya Phenya,L,elke-de-cock-2
3942,Elke Mauws,BEL,Emira,Indirica Emira,S,elke-mauws-emira
3954,Elke Mauws,BEL,Teline,Teline Of Poetry In Motion (Teline),S,elke-mauws-teline
120,Elke Stadler,HRV,Hina,Nangamai Hina,L,elke-stadler-nangamai-hina
6788,Elke Van Maele,BEL,Robin,,L,elke-van-maele-robin
3189,Ella Eriksen,SWE,,Alistair's Cirque Du Soleil,L,ella-eriksen
3199,Ella Eriksen,SWE,,Sugarwind's Chamelly Jelly,L,ella-eriksen-2
5924,Ella Rahko,,,BLACK RIVER KENNEL ZORRO,I,ella-rahko
2667,Ella Sandholm,SWE,Daisy,,L,ella-sandholm-daisy
4646,Ellen Bäckström,SWE,Bellman,,M,ellen-backstrom-bellman
7960,Ellen Fredholm,SWE,Fia,,M,ellen-fredholm-fia
7925,Ellen Grennes,NOR,Gaia,,M,ellen-grennes-gaia
4469,Ellen Kristine Gaup,NOR,Nia,,L,ellen-kristine-gaup-nia
6913,Ellie Beach,GBR,Indie,,M,ellie-beach-indie
6883,Ellie Beach,GBR,Izzy,,M,ellie-beach-izzy
6548,Ellie Beach,GBR,Phoenix,,I,ellie-beach-phoenix
3902,Ellie Campbell,IRL,Fern,Fern Flying Fantasy (Fern),M,ellie-campbell-fern
6939,Elly De Goijer,NLD,Kiki,,M,elly-de-goijer-kiki
2986,Elma Kiikka,FIN,,Cheerymai Beauty Like Yod'S Mind,S,elma-kiikka
1044,Elodie Bertholier,FRA,Snow,O'Snow Pixie Des Joyeux 4 Pattes,L,elodie-bertholier
1989,Elpida Ismael,GRC,Astra,Remember The Name Of Break The Silence (Astra),L,elpida-ismael-astra
1990,Elpida Ismael,GRC,Diesel,Absinthe On The Rocks (Diesel),L,elpida-ismael-diesel
3945,Els Van Hauwermeiren,BEL,Roxy,"Roxy ""Roxy""",S,els-van-hauwermeiren-roxy
