Id,Handler,Country,CallName,RegisteredName,SizeCategory,Slug
4567,Amy Tan,,Mercy,,M,amy-tan-mercy
5467,Amy v.d. Voort,NLD,,Fonz Perro de la Casa Negra A-Jay,L,amy-vd-voort
6770,Amy Van De Voort,NLD,A-Jay,,L,amy-van-de-voort-a-jay
6771,Amy Van De Voort,NLD,Max,,L,amy-van-de-voort-max
7078,Amy Van De Voort,NLD,Muffin,,S,amy-van-de-voort-muffin
2972,Amy Van Der Voort,NLD,,Ice van Broenshoof,S,amy-van-der-voort
3211,Amy Van Der Voort,NLD,,Fonz perro de la case negra,L,amy-van-der-voort-2
6953,Ana Bernardo,PRT,Rudolfa,,M,ana-bernardo-rudolfa
5221,Ana Cemazar,AUT,,Zala Zophie Grand Calvera,S,ana-cemazar
7146,Ana Emauz,PRT,Tiree,,I,ana-emauz-tiree
2869,Ana Faria,PRT,,Every Kingdom Rodeo Time,S,ana-faria
7105,Ana Faria,PRT,Finn,,S,ana-faria-finn
7297,Ana Filipa Oliveira,PRT,Venus,,M,ana-filipa-oliveira-venus
3154,Ana Isabel Nevado Bueno,ESP,,India Del Aguila Roja,I,ana-isabel-nevado-bueno
2547,Ana Isabel Nevado Bueno,ESP,Saturna,,L,ana-isabel-nevado-bueno-saturna
2889,Ana Jorge,PRT,,Hidra Alani D'Oasis Mitico,S,ana-jorge
7820,Ana Justesen,DNK,Viva,,I,ana-justesen-viva
7279,Ana Marques,PRT,Lucy,,M,ana-marques-lucy
7029,Ana Meier,CHE,Jóra,,S,ana-meier-jora
4282,Ana Mrksic,CAN,Maverick,,L,ana-mrksic-maverick
7104,Ana Paula Jorge,PRT,Hidra,,S,ana-paula-jorge-hidra
6705,Anabel Kubacz,USA,Molly,,L,anabel-kubacz-molly
6200,Anabella Kokalj,SVN,MIDGET,U ARE MIDGET DRAGON DE LA MESTA PASTORES MIDGET,M,anabella-kokalj
1718,Anabella Kokalj,SVN,PRYMA,LE QUADRUPEDE LOYAL YIXPRYMA PRYMA,I,anabella-kokalj-pryma
1864,Anabella Kokalj,SVN,RIMA,ROYAL REJOICE RIMA DU PIC D ARBIZON RIMA,M,anabella-kokalj-rima
3203,Anabelle Grenier,CAN,Everest,Hi Q Away Team For Everest,L,anabelle-grenier
6736,Anabelle Grenier,CAN,Flo,,L,anabelle-grenier-flo
2500,Anaïs Bardi,FRA,Muffin,,I,anais-bardi-muffin
3375,Anais Colavolpe Lion,FRA,Siu,"Lucky summer rush to see you again ""Siu""",L,anais-colavolpe-lion-siu
1080,Anais Colavolpe Lion,FRA,Wave,"Lucky summer ocean’s wave ""Wave""",L,anais-colavolpe-lion-wave
1954,Anais Lion,FRA,Siu,"Lucky summer rush to see you again ""Siu""",L,anais-lion-siu
1992,Anais Lion,FRA,Wave,Lucky summer ocean’s wave,L,anais-lion-wave
1922,Anamarija Petrović,HRV,Echo,,M,anamarija-petrovic-echo
4269,Anar Park,EST,Minni,Peak River So Lovely Minni,I,anar-park-minni
4355,Anar Park,EST,Nala,,I,anar-park-nala
8350,Anastasia Kerch,UKR,Tonia,,S,anastasia-kerch-tonia
7547,Anastasiia Kartashova,UKR,Burrito,,L,anastasiia-kartashova-burrito
5261,Anastasiia Kartashova,UKR,Cora,,L,anastasiia-kartashova-cora
528,Anastasiia Kartashova,UKR,Corusia,,L,anastasiia-kartashova-corusia
5083,Anastasiia Kartashova,UKR,JJ,,S,anastasiia-kartashova-jj
6514,Anastasiia Pukhalska,UKR,,EDDIE IZ PITERSKIKH VOLKOV,M,anastasiia-pukhalska
646,Anastasiia Pukhalska,UKR,Faster,,M,anastasiia-pukhalska-faster
4298,Anastassia Egorova,ESP,Molnia,,S,anastassia-egorova-molnia
972,Anastassia Kostaki,GRC,,FIRE DEABEI ''Liv'',L,anastassia-kostaki
5450,Anastassia Kostaki,GRC,,Fire Deabei Liv,L,anastassia-kostaki-2
2255,Anastázie Ondrúšová,CZE,May,Elodie Alkyra (May),M,anastazie-ondrusova-elodie-alkyra
2409,Ande Smith,GBR,,Mr Jonty Foxtrot,I,ande-smith
3122,Ande Smith,GBR,Bramleycott Charleston,,M,ande-smith-bramleycott-charleston
7833,Anders Rohde,DNK,Prime Time,,I,anders-rohde-prime-time
4630,Anders Styve,NOR,,Russell Yards Flash Lightning,M,anders-styve
8142,Anders Styve,NOR,,Russell Yards Myown Magic Miracle,S,anders-styve-2
4595,Anders Styve,NOR,Jumpy,,M,anders-styve-jumpy
8067,Anders Sunde,NOR,Lilo,Lilo H⭐,S,anders-sunde-lilo
2058,Andjela Vuckovic,SRB,Charlie,,S,andjela-vuckovic-charlie
4189,André Mühlebach,CHE,Cinnamon,Cinnamon Flycatcher of Noble County,M,andre-muhlebach-cinnamon
7688,André Ribeiro,BRA,,Castle of Wolves Dreamscape Hakan,M,andre-ribeiro
4154,Andrea Bolaños,CRI,Kimmy,,L,andrea-bolanos-kimmy
4139,Andrea Bolaños,CRI,Moshe,,L,andrea-bolanos-moshe
98,Andrea Brocca,ITA,CURRY SUPUNNA,,L,andrea-brocca-curry-supunna
253,Andrea Brocca,ITA,Jinsei,Jinsei de L’Almozara,M,andrea-brocca
3845,Andrea Buongarzoni,ITA,Brigitte,Brigitte Supunna (Brigitte),M,andrea-buongarzoni-brigitte
180,andrea bussolotti,ITA,EIKA,,L,andrea-bussolotti-eika
77,andrea bussolotti,ITA,J-AX,,L,andrea-bussolotti-j-ax
119,Andrea Cacciatori,ITA,,FOLLOW YOUR DREAMS D'ISOLALTA,L,andrea-cacciatori
5122,Andrea Cacciatori,ITA,DEMON SLAYER,,L,andrea-cacciatori-demon-slayer
8396,Andrea Csiszár,,Bodza,"Viharbanszületett (Néha) Barátságos Állat ""Bodza""",I,andrea-csiszar-bodza
344,Andrea Di Clemente,ITA,Leone,WACKY RACES' GANG LEONE-M,S,andrea-di-clemente
5138,Andrea Galli,ITA,,SPRITZ DELLA LINEA DEI PENSIERI,L,andrea-galli-2
2404,Andrea Galli,ITA,,Valencia della linea dei pensieri,I,andrea-galli
5581,Andrea Giulianotti,ITA,,ULULALLALUNA ZETA LA FORMICA,M,andrea-giulianotti
2217,Andrea Hanousková,CZE,Kony,Conroy Unique Forever,L,andrea-hanouskova
2868,Andrea Junge,DEU,,Flying Sunshine Zelino,S,andrea-junge
6347,Andrea Kerkmann,,Lola,,M,andrea-kerkmann-lola
5169,Andrea Lattuga,ITA,You,I THINK I LOVE YOU,L,andrea-lattuga
5115,Andrea Menghini,FRA,Sioux,,I,andrea-menghini-sioux
5535,Andrea Nelli,ITA,,ANGAR THE SCREAMER,L,andrea-nelli
5518,Andrea Occhini,ITA,,ONLY FLAME OF WILDRIVER,I,andrea-occhini
754,Andrea Prezzi,BEL,Zoemm,Dog O'Clock Spicy Sambal Minnie Finn (Zoemm),S,andrea-prezzi-zoemm
1165,Andrea Roy,FRA,,SOUM DE LA MESTA PASTORES,M,andrea-roy
2839,Andrea Strehl,DEU,Murphy,Bumblebee Mountains One and Only little Murphy,S,andrea-strehl
324,Andrea Tagliapietra,ITA,COSMIC GIRL,,S,andrea-tagliapietra-cosmic-girl
3629,Andrea Takács,HUN,Mayday,Poseidon Elfmagic Diamond,I,andrea-takacs-mayday
5468,Andrea Tóth,HUN,,Hunt’n Catch Brooklyn Brooklyn,L,andrea-toth
7995,Andrea Tynell,SWE,Blixten,,M,andrea-tynell-blixten
5348,Andrea Valentová,CZE,Freya,FAiry TAle FReya Black Bubble,S,andrea-valentova-freya
6529,Andrea Valentová,CZE,Tiki,TIKI-TAKA,S,andrea-valentova-tiki
1710,Andrea Veizer,HUN,Vinna,Arduinas Ivy (Vinna),I,andrea-veizer-vinna
977,Andrea Widmer,CHE,,Fabulous Surprising Fitch di Terra Luna,L,andrea-widmer
6161,Andreas Adlboller,AUT,,Butterfly od Panskych sadu Fly,L,andreas-adlboller
835,Andreas Adlboller,AUT,Fleet,Herding Devils Flanking Fleet,L,andreas-adlboller-fleet
6180,Andreas Klotz,DEU,,Disco Pogo Disco Pogo,L,andreas-klotz
7936,Andrew Goh,,Filuren,,M,andrew-goh-filuren
1197,Andrina Aymon,DNK,Haru,,I,andrina-aymon-haru
1522,Andrius Mork?nas,,,Marvelous run like hell gudri lap?,L,andrius-morknas
1421,Andrius Morkūnas,,,Marvelous run like hell gudri lapė,I,andrius-morkunas
1610,Andrius Morkūnas,,Zulu,,I,andrius-morkunas-zulu
4924,Andrzej Kielecki,POL,Blue,,I,andrzej-kielecki-blue
4927,Andrzej Kielecki,POL,Holly,,I,andrzej-kielecki-holly
3009,Aneta Bláhová,CZE,Emma,,S,aneta-blahova-emma
7020,Aneta Borůvková,CZE,Beí,,S,aneta-boruvkova-bei
410,Aneta Grygarova,CZE,Disney,"Escape to Dream ""Disney""",I,aneta-grygarova-disney
8476,Aneta Grygarova,CZE,Story,,M,aneta-grygarova-story
535,Aneta Grygarova,CZE,Trippy,,L,aneta-grygarova-trippy
2116,Aneta Hrdličková,,,Galaxia Black Dabbeeco,L,aneta-hrdlickova
6420,Aneta Indráková,,,Bee Maya Euphoria Veselý ocas,I,aneta-indrakova
2142,Aneta Jarczak,POL,,Misty Highland Earl,L,aneta-jarczak
6447,Aneta Jarczak,POL,,Lovely Sake Stars Power Dogs,L,aneta-jarczak-2
8283,Aneta Jarczak,POL,🍶 Sake,,L,aneta-jarczak-sake
8362,Aneta Jarczak,POL,Sake,Lovely Sake Stars of Power Dogs,L,aneta-jarczak-sake-2
4939,Aneta Jarczak,POL,Taco,,L,aneta-jarczak-taco
5011,Aneta Koterba,POL,Zoey,,L,aneta-koterba-zoey
5315,Aneta Krebsová,CZE,Desi,,M,aneta-krebsova-desi
592,Aneta Obrusníkova,CZE,Arrya,"Arrya Gates of Heaven ""Arrya""",M,aneta-obrusnikova-arrya
5759,Aneta Obrusníkova,CZE,Black Swan,,M,aneta-obrusnikova-black-swan
918,Aneta Obrusníkova,CZE,Black Swan Gates of Heaven,Black Swan Gates of Heaven,M,aneta-obrusnikova-black-swan-gates-of-heaven
655,Aneta Obrusníkova,CZE,Chilli,Black Swan Gates Of Heaven (Chilli),M,aneta-obrusnikova-chilli
588,Aneta Obrusníkova,CZE,Ollie,"McPotter's Creek's Kehely ""Ollie""",M,aneta-obrusnikova-ollie
749,Aneta Starzec,POL,Astrid,Astrid Leti Jako Sheep,S,aneta-starzec-astrid
4581,Anett Nyborg,NOR,Enzi,,M,anett-nyborg-enzi
7845,Anette Edqvist,SWE,Mist,,I,anette-edqvist-mist
7874,Anette Edqvist,SWE,Toby,,L,anette-edqvist-toby
8081,Anette Kåsbøll Mortensen,NOR,,Shathena's Amazing Pippi Of Rose,S,anette-kasboll-mortensen
1206,Anette Lindell,,,BEARPON'S ROYAL DIAMOND,L,anette-lindell
1587,Anette Lindell,,Sirpa,,L,anette-lindell-sirpa
4856,Anette Martinsen Gjerding,NOR,Lexi,,S,anette-martinsen-gjerding-lexi
8003,Anette Skar Binfield,NOR,Maddie,,M,anette-skar-binfield-maddie
4059,Anette Skar Binfield,NOR,Millie,,M,anette-skar-binfield-millie
5427,Anezka Michajlukova,CZE,Cia,Cia z Lece u Karlstejna,S,anezka-michajlukova-cia
2219,Anežka Štihlová,CZE,Chicky,B’Yoko Never Never Land,L,anezka-stihlova
2440,Angela Bermejo Martin,ESP,Noa,,I,angela-bermejo-martin-noa
2566,Angela Killinger,DEU,,Dash sudden Rush of Noble County,L,angela-killinger
2908,Angela Koopman,NLD,,Dog O'clock Quest for Bootz,S,angela-koopman
6399,Angela Koopman,NLD,Miss Bootz,,S,angela-koopman-miss-bootz
6377,Angela Koopman,NLD,Miss Lemonade,,M,angela-koopman-miss-lemonade
5121,Angela La Rocca,ITA,,QUEEN OF HEART,L,angela-la-rocca
3655,Angela McRae,CAN,Eugene,McCann Eugene (Eugene),I,angela-mcrae-eugene
1172,Angela Pecini,ITA,NOEL,,S,angela-pecini-noel
3100,Angela Rösner,AUT,,Jiratu de la Vallee du Mouton,M,angela-rosner
7270,Angela Weik,DEU,Liz,,M,angela-weik-liz
7734,Angelika Boigner,AUT,,Clarisse Claudia Gaudini Greenvalley,S,angelika-boigner
1890,Angelika Boigner,AUT,Lina,"Clarisse ""Lina""",S,angelika-boigner-lina
1857,Angelika Boigner,AUT,Soey,"Soey ""Soey""",M,angelika-boigner-soey
901,Angelika Brandl,AUT,Bizkit,Pumi Paniskus Bizkit,M,angelika-brandl-bizkit
8322,Angelika Brandl,AUT,Haily,Cseresznyeskerti-Csalfa Helyes (Haily),M,angelika-brandl-haily
1850,Angelika Brandl,AUT,Malou,"Cosma ""Malou""",M,angelika-brandl-malou
8395,Angelika Heitmann,AUT,Steam,Black Noble Boosted Steam,I,angelika-heitmann-steam
7045,Angelo Benedetto Mezzetti,ITA,Saetta,,S,angelo-benedetto-mezzetti-saetta
1169,Angelo Mainetti,ITA,,TAJADELA FOR ARIELLE'S DEMON,S,angelo-mainetti
5736,Angerer Andreas,,Lucifer,,L,angerer-andreas-lucifer
3928,Angie Benacquisto,USA,Sundae,Nac Mach2 Quicksilver Cherry On Top Mxs Pad Mjs Pjd Xf T2b,S,angie-benacquisto-sundae
8343,Ania Jaworska,POL,Zinna,,S,ania-jaworska-zinna
6979,Anibal Fraile,ESP,Tracy Sugar,,S,anibal-fraile-tracy-sugar
2256,Anikó Jäckl,HUN,Szöszi,Nyírségfia Betyár Szellő,M,aniko-jackl
2596,Anita Brönnimann,CHE,,Ghost v. Prenton Lane,L,anita-bronnimann
2143,Anita Ericson,AUT,Juli,Fast Juli Stars Power Dogs,L,anita-ericson
4754,Anita Haugsdal,NOR,Axy,,S,anita-haugsdal-axy
7765,Anita Hazai,HUN,,Bull Brother's Amazing Icon,M,anita-hazai
7267,Anita Hazai,HUN,Ikon,,M,anita-hazai-ikon
584,Anita Hendra,POL,Freya,Apo Calyps Ellegend Trilogy (Freya),L,anita-hendra-freya
4521,Anita Hofmayer,DEU,Yuka,"Yuka vom Eifeler Land ""Yuka""",L,anita-hofmayer-yuka
7885,Anita Løland Engebretsen,NOR,Snow,,L,anita-loland-engebretsen-snow
6324,Anita Pennings,,Joey,,L,anita-pennings-joey
7998,Anja Austefjord Rykkje,NOR,,Shathena's Quattro Of Dea,M,anja-austefjord-rykkje
8042,Anja Austefjord Rykkje,NOR,,Cash / FunToRuns Miracle Cash,S,anja-austefjord-rykkje-2
1784,Anja Bachem,DEU,Face,Feel The Different Born With Style Face (Face),L,anja-bachem-face
1798,Anja Bachem,DEU,Smiley,Nangamai Dylan Smiley,L,anja-bachem-smiley
816,Anja Blazevic,HRV,Buha,Buha,L,anja-blazevic-buha
502,Anja Blazevic,HRV,Jean,"Yaparoos Billie Jean ""Jean""",L,anja-blazevic-jean
1824,Anja Blazevic,HRV,Knick,,L,anja-blazevic-knick
8171,Anja Blazevic,HRV,Nori,Dynamighty Defying Gravity,L,anja-blazevic-nori
503,Anja Blazevic,HRV,Simba,,L,anja-blazevic-simba
4199,Anja Diels,BEL,Ike,,M,anja-diels-ike
1823,Anja Klanjšek,SVN,Sid,,L,anja-klanjsek-sid
8441,Anja Muschter,DEU,Raya,,I,anja-muschter-raya
6221,Anja Primozic,SVN,,Belle Rozalie z Malej Elity Fee,S,anja-primozic
1946,Anja Primozic,SVN,Enie,,I,anja-primozic-enie
434,Anke Bauer,AUT,Sun,"Woodlands Sun ""Sun""",L,anke-bauer-sun
3617,Anke Mangelschots,BEL,Jill,Luna Tale Rising Star Jill,I,anke-mangelschots-jill
3996,Ann Carrington,CAN,Esprit,Ade Della Linea Dei Pensieri (Esprit),S,ann-carrington-esprit
2912,Ann Charlott Andrè,DNK,Dream Cactus,,S,ann-charlott-andre-dream-cactus
3137,Ann Charlott Andrè,DNK,Tequila,,S,ann-charlott-andre-tequila
7102,Ann Herreman,BEL,Qiell,,S,ann-herreman-qiell
6948,Ann Herreman,BEL,Vibes,,M,ann-herreman-vibes
4873,Ann Karin Olsen,NOR,Rosalita,,I,ann-karin-olsen-rosalita
8053,Ann Kathrin Fjørtoft Kalvenes,NOR,Kala,,S,ann-kathrin-fjortoft-kalvenes-kala
3829,Ann Leni Fladvad,NOR,Dexter,Cirenita's My Gecko Does Tricks (Dexter),M,ann-leni-fladvad-dexter
3633,Ann Leni Fladvad,NOR,Ebbe,Grevgårdens Ebbe,I,ann-leni-fladvad-ebbe
4596,Ann Thune-stephensen,DNK,Guru,,M,ann-thune-stephensen-guru
2535,Ann Vallons,ESP,Kyra,,L,ann-vallons-kyra
7100,Anna Åfors-Inzinger,SWE,Fake,,S,anna-afors-inzinger-fake
6587,Anna Åfors-Inzinger,SWE,Spezi,,I,anna-afors-inzinger-spezi
6791,Anna Angela Maharajh,CAN,Meridian,,L,anna-angela-maharajh-meridian
4356,Anna Bengtsson,SWE,Cora,,I,anna-bengtsson-cora
2144,Anna Braumandl,AUT,Loki,Lucky Runners be Loki,L,anna-braumandl
5837,Anna Chocianovic,,Jasenak Arctic,,L,anna-chocianovic-jasenak-arctic
8235,Anna Chomiak,POL,Mela,,I,anna-chomiak-mela
4794,Anna Davidsson,SWE,Babe,,S,anna-davidsson-babe
4717,Anna Davidsson,SWE,Luigi,,S,anna-davidsson-luigi
5614,Anna Della Torre,ITA,,BACIO DI DAMA DELLA TERRA FATATA,S,anna-della-torre
3036,Anna Dušánková,CZE,,Itty-Bitty z Lomu ve Skále,S,anna-dusankova
6137,Anna Dyksa,UKR,,Verse of the heartbeat Heart,I,anna-dyksa
518,Anna Dyksa,UKR,Apple,"Key to my heart ""Apple""",L,anna-dyksa-apple
6135,Anna Eifert,HUN,,Holman's Minden Törpilla,I,anna-eifert
6421,Anna Eifert,HUN,Holmans Minden,,I,anna-eifert-holmans-minden
6473,Anna Eifert,HUN,Holmans Nebraska,,L,anna-eifert-holmans-nebraska-2
2126,Anna Eifert,HUN,Holman's Nebraska,,L,anna-eifert-holmans-nebraska
7364,Anna Eifert,HUN,Minden Holmans,,I,anna-eifert-minden-holmans
1983,Anna Eifert,HUN,Neb,Holman's Minden Neb,L,anna-eifert-neb
7396,Anna Eifert,HUN,Nebraska Holmans,,L,anna-eifert-nebraska-holmans
8144,Anna Eifert,HUN,Törpilla,Holman’s Minden,I,anna-eifert-torpilla
4334,Anna Ericsson,SWE,Dolly,,I,anna-ericsson-dolly
8351,Anna Fonkowicz,POL,Erika,,S,anna-fonkowicz-erika
7993,Anna Gerbert,SWE,Birdie,,M,anna-gerbert-birdie
2810,Anna Gerbert,SWE,Hazel,Sandvretens Unbelievable Hazel,S,anna-gerbert
3102,Anna Gerbert,SWE,Sandvretens Blackbird,,M,anna-gerbert-sandvretens-blackbird
1940,Anna Glaszner,AUT,Nice,,I,anna-glaszner-nice
8172,Anna Heizerová,SVK,Kapy,Captain Caramel Chimneysweep,L,anna-heizerova-kapy
5785,Anna Herzog,AUT,Mahea,,S,anna-herzog-mahea
2046,Anna Herzog,AUT,Roxanne,Roxanne in blue of summergarden Roxanne,S,anna-herzog-roxanne
7321,Anna Hinze,DEU,Move,,S,anna-hinze-move-2
5421,Anna Hinze,DEU,Move,Move,L,anna-hinze-move
3046,Anna Huchok,UKR,,Prissy With Elensis House,S,anna-huchok
3226,Anna Huchok,UKR,Lucas,Lucas Nimble fox,M,anna-huchok-2
5030,Anna Huchok,UKR,Lucasichka,,M,anna-huchok-lucasichka
745,Anna Jantschgi,AUT,Honey,"Come and Stay Crazy Karma ""Honey""",S,anna-jantschgi-honey
723,Anna Jaworska,POL,Zinna,,S,anna-jaworska-zinna
2077,Anna Jochymczyk,,,Ardhi Roho Still Run,I,anna-jochymczyk
765,Anna Kalinina,UKR,Chaos,,S,anna-kalinina-chaos
8456,Anna Kalinina,UKR,Vibe,,L,anna-kalinina-vibe
7179,Anna Käll,SWE,Oz,,L,anna-kall-oz
3259,Anna Kerékgyártó,HUN,Miro,Mirage from Golden Regia,M,anna-kerekgyarto
6853,Anna Konradova,CZE,Dorro,,M,anna-konradova-dorro
5405,Anna Kouneli,GRC,Dita,Deepcanter Breaking Limits,M,anna-kouneli-dita
817,Anna Kouneli,GRC,May,"Mawlch Fiona ""May"" ""Mawlch Fiona ""May""""",L,anna-kouneli
820,Anna Kouneli,GRC,Tali,Talitha Stardust Won't Settle,L,anna-kouneli-tali
7450,Anna Kozłowska-Mrozowska,POL,,Blame the Speed Sonic Workaholic,L,anna-kozlowska-mrozowska-2
7398,Anna Kozłowska-Mrozowska,POL,,Z’Itachi Uchiha Never Never Land,L,anna-kozlowska-mrozowska
566,Anna Kozłowska-Mrozowska,POL,Eskel,,L,anna-kozlowska-mrozowska-eskel
4985,Anna Kozłowska-Mrozowska,POL,Max,,L,anna-kozlowska-mrozowska-max
7077,Anna Krämer,DEU,Flip,,S,anna-kramer-flip
6078,Anna Lehto,,,BEATING FULLON AT PSYBORDERS,I,anna-lehto
6081,Anna Lehto,,MILLGRET ZORRO,,S,anna-lehto-millgret-zorro
530,Anna Leśniak,POL,Riksza,,L,anna-lesniak-riksza
549,Anna Leśniak,POL,Shimmy,,L,anna-lesniak-shimmy
3685,Anna Maria Orenius,FIN,Kaja,Akatemian Kaja (Kaja),I,anna-maria-orenius-kaja
3031,Anna Maroušková,CZE,,Brazílie V krásném údolí,S,anna-marouskova
7060,Anna Maroušková,CZE,Brie,,S,anna-marouskova-brie
996,Anna Maroušková,CZE,Fajn Novterpod,,L,anna-marouskova-fajn-novterpod
4755,Anna Meum,NOR,Tira,,S,anna-meum-tira
2297,Anna Muszyńska,POL,,Perfect pina colada,S,anna-muszynska
578,Anna Muszyńska,POL,Ice,"NNL Ice Tea ""Ice """,L,anna-muszynska-ice
954,Anna Muszyńska,POL,Pepe,"Perfect Pina Polada ""Pepe""",S,anna-muszynska-pepe
5327,Anna Nieżurawska,POL,Cheetah,,M,anna-niezurawska-cheetah
1450,Anna Orenius,FIN,Kaja,Akatemian Kaja (Kaja),I,anna-orenius-akatemian-kaja
4522,Anna Östberg,SWE,Iris,,L,anna-ostberg-iris
1250,Anna Parviainen,FIN,,PROMILLEN JERSEY DEVIL,L,anna-parviainen
7898,Anna Parviainen,FIN,Noli,,L,anna-parviainen-noli
1422,Anna Parviainen,FIN,PROMILLEN NAPUE,,I,anna-parviainen-promillen-napue
6059,Anna Parviainen,FIN,PROMILLEN OCTOMORE,,I,anna-parviainen-promillen-octomore
7816,Anna Parviainen,FIN,Tisle,,I,anna-parviainen-tisle
5070,Anna Pazdrowska,POL,Alex,,S,anna-pazdrowska-alex
5057,Anna Piekarska,POL,Haidi,,M,anna-piekarska-haidi
2031,Anna Plenk,AUT,Nanu,Nanu Vom Schloss Judenau (Nanu),M,anna-plenk-nanu
725,Anna Pospisilova,SVK,Mave,"Evening Star ""Mave""",S,anna-pospisilova-mave
1792,Anna Pospisilova,SVK,Metaxa,,L,anna-pospisilova-metaxa
5422,Anna Pospisilova,SVK,Ruby,"Go Wild Alkyra ""Ruby""",S,anna-pospisilova-ruby
831,Anna Pospisilova,SVK,Teq,Devongem Super Nice,L,anna-pospisilova-teq
1764,Anna Pospisilova,SVK,Teqi,,L,anna-pospisilova-teqi
4937,Anna Rybová,CZE,Goji,Goji the Great,L,anna-rybova-goji
8425,Anna Schoenenberger,CZE,Robin,Good Boy Robin,M,anna-schoenenberger-robin
2718,Anna Siekelová,CZE,,As Fast As You Can Speed Force,L,anna-siekelova
6666,Anna Siekelová,CZE,Merlin,,L,anna-siekelova-merlin
8285,Anna Sobiecka,POL,Krystyna,,L,anna-sobiecka-krystyna
466,Anna Sobiecka,POL,Stefan,,L,anna-sobiecka-stefan
5523,Anna Steinmann,CHE,Lotti,,I,anna-steinmann-lotti
5555,Anna Steinmann,CHE,Rooney,,L,anna-steinmann-rooney
5546,Anna Steinmann,CHE,Tchili,,L,anna-steinmann-tchili
7739,Anna Storcheus,UKR,Cherry,Cherry Bomb,I,anna-storcheus-cherry-bomb
6348,Anna Visser,,Lilly,,M,anna-visser-lilly
8317,Anna Wachruschew,DEU,Ari,,M,anna-wachruschew-ari
7753,Anna Winkel,LUX,,Turbo Toon Angel of the Moon,L,anna-winkel
1897,Anna Winkel,LUX,Ready,Ready to Rock vum Muppenschlass Ready,S,anna-winkel-ready
1754,Anna Winkel,LUX,TurboToon,TurboToon Angel of the Moon TurboToon,L,anna-winkel-turbotoon
2927,Anna Woroniecka,POL,,Indirica(Fci) Peppers Tiger Paw,S,anna-woroniecka-2
2769,Anna Woroniecka,POL,Loco,Moja Loco Optima Fide,M,anna-woroniecka
785,Anna Woroniecka,POL,Taco,,S,anna-woroniecka-taco
802,Annabella Kokalj,,Pryma,Le Quadrupede Loyal YixPryma,I,annabella-kokalj-pryma
891,Annabella Kokalj,,Rima,Royal Rejoice Rima Du Pic D'Arbison,M,annabella-kokalj-rima
5335,Annabelle Weynand,DEU,Friday,,M,annabelle-weynand-friday
5338,Annabelle Weynand,DEU,Occamy,,M,annabelle-weynand-occamy
2478,Annaka Miller,USA,,PSF Circle The Wagons,I,annaka-miller
4635,anna-kajsa Klarin,SWE,Loco,,M,anna-kajsa-klarin-loco
4901,anna-kajsa Klarin,SWE,Mago,,M,anna-kajsa-klarin-mago
2525,Anna-Karin Andersson,SWE,Emenems Miller,,L,anna-karin-andersson-emenems-miller
4477,Anna-karin Trydegård,SWE,Tiki,,L,anna-karin-trydegard-tiki
7433,Annalena Fichtl,,,Hopfenland‘s Lotti Hopfenland Aussies,L,annalena-fichtl
273,Annasofia Farinella,ITA,,BLACK KNIGHT BLADE,M,annasofia-farinella
4881,Annbjørg Nilsen Nærdal,NOR,Nova,,I,annbjorg-nilsen-nrdal-nova
6815,Anne Andrle,USA,Zero G,,L,anne-andrle-zero-g
8424,Anne Augspurger,AUT,Pinu,General George Rose Speedlight,M,anne-augspurger-pinu
6018,Anne Barck,,,RED'N READY VOLCANIC WINTER,I,anne-barck
4613,Anne Fosser Holm,NOR,Bizzi,,M,anne-fosser-holm-bizzi
4919,Anne Fosser Holm,NOR,Qli,,S,anne-fosser-holm-qli
4807,Anne Huhtala,NOR,Anton,,S,anne-huhtala-anton
7621,Anne Huhtala,NOR,Coltris Hermes,,S,anne-huhtala-coltris-hermes
4808,Anne Huhtala,NOR,Gregers,,S,anne-huhtala-gregers
4809,Anne Karin Larsen Johansen,NOR,Linni,,S,anne-karin-larsen-johansen-linni
7600,Anne Karlsson,SWE,,Move Your Paws Maltese Tiger,M,anne-karlsson-2
7586,Anne Karlsson,SWE,Berit,TheLook No-Limit Berit,L,anne-karlsson
7983,Anne Karlsson,SWE,Doris,,M,anne-karlsson-doris
7602,Anne Karlsson,SWE,Minas-Tirith,,M,anne-karlsson-minas-tirith
7912,Anne Karlsson,SWE,Ruth,,L,anne-karlsson-ruth
4056,Anne Karlsson,SWE,Signe,,M,anne-karlsson-signe
2886,Anne Lefstad,NOR,Focus,Sparkling Stardust Perfect Focus,S,anne-lefstad
2892,Anne Lefstad,NOR,Lumi,Sparkling Stardust Petite Lumi,S,anne-lefstad-2
4908,Anne Lefstad,NOR,Zara,,M,anne-lefstad-zara
3551,Anne Lenz,DEU,Itzi,Berta A Flotte Sach (Itzi),I,anne-lenz-itzi-bitzi
3793,Anne Lenz,DEU,Rosalie,Runrunrun Daddy‘s Girl,M,anne-lenz-rosalie
3589,Anne Lenz,DEU,Vis,,L,anne-lenz-vis
3553,Anne Lenz,DEU,Yippie,,I,anne-lenz-yippie
7865,Anne Linn Johannessen Moen,NOR,,For The Win Goat Messi,L,anne-linn-johannessen-moen
4857,Anne Linn Johannessen Moen,NOR,Mira,,S,anne-linn-johannessen-moen-mira
3677,Anne Linn Johannessen Moen,NOR,Tara,Nesbakkens Yukon (Tara),I,anne-linn-johannessen-moen-tara
4568,Anne Lise Soleide,NOR,Axi,,M,anne-lise-soleide-axi
